data,petr4,abev3,retorno_diario_petr4,retorno_diario_abev3
2020-01-13,30.327757,19.209999,0.0019821750277464467,0.016940180886192646
2020-01-14,29.997782,19.1,-0.010880296884467788,-0.0057261325208813885
2020-01-15,29.547813,18.76,-0.01500007567226136,-0.017801047120418856
2020-01-16,29.517817,18.700001,-0.0010151681953585179,-0.0031982409381663413
2020-01-17,29.847792,18.700001,0.01117884157896909,0
2020-01-20,29.997782,18.799999,0.005025162330265509,0.00534748634505422
2020-01-21,29.617809,18.74,-0.012666703158253467,-0.0031914363399700996
2020-01-22,29.287834,19.049999,-0.011141100950445071,0.016542102454642604
2020-01-23,29.647806,18.65,0.012290837212475259,-0.020997323936867485
2020-01-24,29.297832,18.99,-0.011804381072919812,0.01823056300268089
2020-01-27,28.027927,18.549999,-0.043344674786857995,-0.02317014218009472
2020-01-28,28.797869,18.799999,0.02747052966136243,0.013477089675314913
